Target: 
Point: (0.5009518783062896, 0.498318629518864, 0.49980797467496724)
Point: (0.5011913706232086, 0.502781824493814, 0.49685186309536894)
Point: (0.5007962587660538, 0.5009270352293809, 0.497581487786511)
Point: (0.4985444074612786, 0.49959660940288836, 0.49983223500223006)


Execution 1

Generation 1 | Average Generation Fitness: 0.7489840914226042 | Best Fitness: 0.8094630037697641 | Population Length: 200
Generation 38 | Average Generation Fitness: 0.7496940389277935 | Best Fitness: 0.8313586999641724 | Population Length: 200
Generation 39 | Average Generation Fitness: 0.7572869866079759 | Best Fitness: 0.8313586999641724 | Population Length: 200
Generation 40 | Average Generation Fitness: 0.7540725416636985 | Best Fitness: 0.8313611957353364 | Population Length: 200
Generation 41 | Average Generation Fitness: 0.7518854547879554 | Best Fitness: 0.8313611957353364 | Population Length: 200
Generation 42 | Average Generation Fitness: 0.7597486979046972 | Best Fitness: 0.8313611957353364 | Population Length: 200
Generation 43 | Average Generation Fitness: 0.7579620842078052 | Best Fitness: 0.8313611957353364 | Population Length: 200
Generation 44 | Average Generation Fitness: 0.7575687914996838 | Best Fitness: 0.8314113143296868 | Population Length: 200
Generation 45 | Average Generation Fitness: 0.7522921989811563 | Best Fitness: 0.8314161548806145 | Population Length: 200
Generation 46 | Average Generation Fitness: 0.760712192696363 | Best Fitness: 0.8314161548806145 | Population Length: 200
Generation 47 | Average Generation Fitness: 0.7601487986423089 | Best Fitness: 0.8314161548806145 | Population Length: 200
Generation 48 | Average Generation Fitness: 0.7519896722610956 | Best Fitness: 0.8314161548806145 | Population Length: 200
Generation 49 | Average Generation Fitness: 0.7534138931365589 | Best Fitness: 0.8314161548806145 | Population Length: 200
Generation 50 | Average Generation Fitness: 0.7525902796366535 | Best Fitness: 0.8314161548806145 | Population Length: 200
Generation 51 | Average Generation Fitness: 0.7578342088026193 | Best Fitness: 0.8314161548806145 | Population Length: 200
------------------------------------------------
Total Generations: 51
Total Population: 200   ---   Mutation Rate: 0.01  ---  Crossover Probability: 0.1
Average Fitness: 0.7578342088026193  ---  Best Overall Fitness: 0.8314161548806145
------------------------------------------------

Execution 6

Generation 1 | Average Generation Fitness: 0.747821282751322 | Best Fitness: 0.8168088194286188 | Population Length: 200
Generation 2 | Average Generation Fitness: 0.7516733398717526 | Best Fitness: 0.8187193314287186 | Population Length: 200
Generation 3 | Average Generation Fitness: 0.7567968363689809 | Best Fitness: 0.8239618463169104 | Population Length: 200
Generation 4 | Average Generation Fitness: 0.7482475917993887 | Best Fitness: 0.8239618463169104 | Population Length: 200
Generation 5 | Average Generation Fitness: 0.7564289742403895 | Best Fitness: 0.824429505818323 | Population Length: 200
Generation 6 | Average Generation Fitness: 0.7559754482556591 | Best Fitness: 0.8247717590846152 | Population Length: 200
Generation 7 | Average Generation Fitness: 0.7573862467088759 | Best Fitness: 0.8259744378514323 | Population Length: 200
Generation 8 | Average Generation Fitness: 0.7502421922713909 | Best Fitness: 0.8259744378514323 | Population Length: 200
Generation 9 | Average Generation Fitness: 0.7539817739383224 | Best Fitness: 0.8277919888586728 | Population Length: 200
Generation 10 | Average Generation Fitness: 0.7531680819478146 | Best Fitness: 0.8277919888586728 | Population Length: 200
Generation 11 | Average Generation Fitness: 0.7573834103730096 | Best Fitness: 0.8277919888586728 | Population Length: 200
Generation 12 | Average Generation Fitness: 0.7599822637469857 | Best Fitness: 0.8277919888586728 | Population Length: 200
Generation 13 | Average Generation Fitness: 0.7528428103520599 | Best Fitness: 0.8277919888586728 | Population Length: 200
Generation 14 | Average Generation Fitness: 0.7568081234697824 | Best Fitness: 0.8277919888586728 | Population Length: 200
Generation 15 | Average Generation Fitness: 0.751884160328492 | Best Fitness: 0.8278718257929254 | Population Length: 200
Generation 16 | Average Generation Fitness: 0.758115171103326 | Best Fitness: 0.8283267038876062 | Population Length: 200
Generation 17 | Average Generation Fitness: 0.7559511606589175 | Best Fitness: 0.8283267038876062 | Population Length: 200
Generation 18 | Average Generation Fitness: 0.7596161172855521 | Best Fitness: 0.8283267038876062 | Population Length: 200
Generation 19 | Average Generation Fitness: 0.7521073704101654 | Best Fitness: 0.8283267038876062 | Population Length: 200
Generation 20 | Average Generation Fitness: 0.750729102233109 | Best Fitness: 0.8283267038876062 | Population Length: 200
Generation 21 | Average Generation Fitness: 0.7567632340103171 | Best Fitness: 0.8283267038876062 | Population Length: 200
Generation 22 | Average Generation Fitness: 0.7561405482377985 | Best Fitness: 0.8283267038876062 | Population Length: 200
Generation 23 | Average Generation Fitness: 0.7548173771526402 | Best Fitness: 0.8290837413475307 | Population Length: 200
Generation 24 | Average Generation Fitness: 0.7562805348161256 | Best Fitness: 0.8291504571723062 | Population Length: 200
Generation 25 | Average Generation Fitness: 0.7540818457872284 | Best Fitness: 0.8297255694285014 | Population Length: 200
Generation 26 | Average Generation Fitness: 0.7577478045951065 | Best Fitness: 0.8297255694285014 | Population Length: 200
Generation 27 | Average Generation Fitness: 0.7562375386128641 | Best Fitness: 0.8297255694285014 | Population Length: 200
Generation 28 | Average Generation Fitness: 0.7544119147964016 | Best Fitness: 0.8303142787658354 | Population Length: 200
Generation 29 | Average Generation Fitness: 0.7564156635788816 | Best Fitness: 0.8303142787658354 | Population Length: 200
Generation 30 | Average Generation Fitness: 0.7589012952446788 | Best Fitness: 0.8303142787658354 | Population Length: 200
Generation 31 | Average Generation Fitness: 0.7573644924281753 | Best Fitness: 0.8303142787658354 | Population Length: 200
Generation 32 | Average Generation Fitness: 0.7580765273758121 | Best Fitness: 0.8319831759550236 | Population Length: 200
Generation 33 | Average Generation Fitness: 0.7538158206388067 | Best Fitness: 0.8319831759550236 | Population Length: 200
Generation 34 | Average Generation Fitness: 0.7504365817248061 | Best Fitness: 0.8319831759550236 | Population Length: 200
Generation 35 | Average Generation Fitness: 0.7564320777929302 | Best Fitness: 0.8321283858642273 | Population Length: 200
Generation 36 | Average Generation Fitness: 0.751914445362504 | Best Fitness: 0.8321283858642273 | Population Length: 200
Generation 37 | Average Generation Fitness: 0.7565614828463262 | Best Fitness: 0.8322206377197767 | Population Length: 200
Generation 38 | Average Generation Fitness: 0.7543266123122008 | Best Fitness: 0.8322206377197767 | Population Length: 200
Generation 39 | Average Generation Fitness: 0.7543754636192338 | Best Fitness: 0.8322206377197767 | Population Length: 200
Generation 40 | Average Generation Fitness: 0.7548740319857251 | Best Fitness: 0.8322206377197767 | Population Length: 200
Generation 41 | Average Generation Fitness: 0.7554486522307903 | Best Fitness: 0.8322206377197767 | Population Length: 200
Generation 42 | Average Generation Fitness: 0.7555430849645323 | Best Fitness: 0.8322206377197767 | Population Length: 200
Generation 43 | Average Generation Fitness: 0.7574470918656689 | Best Fitness: 0.8322206377197767 | Population Length: 200
Generation 44 | Average Generation Fitness: 0.7504413271936373 | Best Fitness: 0.8322206377197767 | Population Length: 200
Generation 45 | Average Generation Fitness: 0.7517146385529587 | Best Fitness: 0.8322849509544303 | Population Length: 200
Generation 46 | Average Generation Fitness: 0.7573613540673039 | Best Fitness: 0.8322849509544303 | Population Length: 200
Generation 47 | Average Generation Fitness: 0.7559683272624997 | Best Fitness: 0.8322849509544303 | Population Length: 200
Generation 48 | Average Generation Fitness: 0.7596088771611617 | Best Fitness: 0.8322849509544303 | Population Length: 200
Generation 49 | Average Generation Fitness: 0.7551575542515043 | Best Fitness: 0.8322849509544303 | Population Length: 200
Generation 50 | Average Generation Fitness: 0.7512937116301321 | Best Fitness: 0.8322849509544303 | Population Length: 200
Generation 51 | Average Generation Fitness: 0.7493726688851955 | Best Fitness: 0.8323371477281264 | Population Length: 200
------------------------------------------------
Total Generations: 51
Total Population: 200   ---   Mutation Rate: 0.01  ---  Crossover Probability: 0.1
Average Fitness: 0.7493726688851955  ---  Best Overall Fitness: 0.8323371477281264
------------------------------------------------

Execution 7

Generation 1 | Average Generation Fitness: 0.7474514276225896 | Best Fitness: 0.8214373781343888 | Population Length: 200
Generation 2 | Average Generation Fitness: 0.7529532041635839 | Best Fitness: 0.8243191037108708 | Population Length: 200
Generation 3 | Average Generation Fitness: 0.7543493849578137 | Best Fitness: 0.8254603291035039 | Population Length: 200
Generation 4 | Average Generation Fitness: 0.7522454139283563 | Best Fitness: 0.8254988375803317 | Population Length: 200
Generation 5 | Average Generation Fitness: 0.7572964930428213 | Best Fitness: 0.8263364572144429 | Population Length: 200
Generation 6 | Average Generation Fitness: 0.7608603342238663 | Best Fitness: 0.8266227163745159 | Population Length: 200
Generation 7 | Average Generation Fitness: 0.7513323321655585 | Best Fitness: 0.8277114288745443 | Population Length: 200
Generation 8 | Average Generation Fitness: 0.7570969572160696 | Best Fitness: 0.8277114288745443 | Population Length: 200
Generation 9 | Average Generation Fitness: 0.753344382231031 | Best Fitness: 0.8278618216689854 | Population Length: 200
Generation 10 | Average Generation Fitness: 0.7514462313545325 | Best Fitness: 0.8278618216689854 | Population Length: 200
Generation 11 | Average Generation Fitness: 0.7498546407597912 | Best Fitness: 0.8284790717490141 | Population Length: 200
Generation 12 | Average Generation Fitness: 0.7542310811585103 | Best Fitness: 0.829652530296324 | Population Length: 200
Generation 13 | Average Generation Fitness: 0.7577861670727475 | Best Fitness: 0.829652530296324 | Population Length: 200
Generation 14 | Average Generation Fitness: 0.7545129578764461 | Best Fitness: 0.829652530296324 | Population Length: 200
Generation 15 | Average Generation Fitness: 0.7538374873048425 | Best Fitness: 0.829652530296324 | Population Length: 200
Generation 16 | Average Generation Fitness: 0.749987160381006 | Best Fitness: 0.829652530296324 | Population Length: 200
Generation 17 | Average Generation Fitness: 0.7538897757272264 | Best Fitness: 0.8303457739101082 | Population Length: 200
Generation 18 | Average Generation Fitness: 0.7540062389725994 | Best Fitness: 0.8303457739101082 | Population Length: 200
Generation 19 | Average Generation Fitness: 0.7574845796306342 | Best Fitness: 0.8304541992093929 | Population Length: 200
Generation 20 | Average Generation Fitness: 0.7569277544706925 | Best Fitness: 0.8304541992093929 | Population Length: 200
Generation 21 | Average Generation Fitness: 0.7519195235580098 | Best Fitness: 0.8304541992093929 | Population Length: 200
Generation 22 | Average Generation Fitness: 0.7539130699566803 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 23 | Average Generation Fitness: 0.7500649688270085 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 24 | Average Generation Fitness: 0.7519913410155634 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 25 | Average Generation Fitness: 0.750162893074324 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 26 | Average Generation Fitness: 0.754778551509418 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 27 | Average Generation Fitness: 0.7599811850097631 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 28 | Average Generation Fitness: 0.7517731702592898 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 29 | Average Generation Fitness: 0.7497617881368224 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 30 | Average Generation Fitness: 0.7564970506946206 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 31 | Average Generation Fitness: 0.7557428363589725 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 32 | Average Generation Fitness: 0.7590727502763092 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 33 | Average Generation Fitness: 0.754704652307512 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 34 | Average Generation Fitness: 0.7560677756130293 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 35 | Average Generation Fitness: 0.7588598968267081 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 36 | Average Generation Fitness: 0.7538877460386493 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 37 | Average Generation Fitness: 0.7585137650858671 | Best Fitness: 0.8304835203313048 | Population Length: 200
Generation 38 | Average Generation Fitness: 0.7508560336126981 | Best Fitness: 0.8309393208693142 | Population Length: 200
Generation 39 | Average Generation Fitness: 0.7561640454593068 | Best Fitness: 0.8309393208693142 | Population Length: 200
Generation 40 | Average Generation Fitness: 0.7594977670532964 | Best Fitness: 0.8311027891870353 | Population Length: 200
Generation 41 | Average Generation Fitness: 0.7540843360535412 | Best Fitness: 0.8316461756591419 | Population Length: 200
Generation 42 | Average Generation Fitness: 0.7559063309396125 | Best Fitness: 0.8318016032404985 | Population Length: 200
Generation 43 | Average Generation Fitness: 0.7520247443140464 | Best Fitness: 0.8318016032404985 | Population Length: 200
Generation 44 | Average Generation Fitness: 0.7537191814148549 | Best Fitness: 0.8318016032404985 | Population Length: 200
Generation 45 | Average Generation Fitness: 0.758447401142032 | Best Fitness: 0.8318016032404985 | Population Length: 200
Generation 46 | Average Generation Fitness: 0.7545754042789432 | Best Fitness: 0.8318016032404985 | Population Length: 200
Generation 47 | Average Generation Fitness: 0.7544823998696785 | Best Fitness: 0.8318016032404985 | Population Length: 200
Generation 48 | Average Generation Fitness: 0.7556610855033238 | Best Fitness: 0.8318016032404985 | Population Length: 200
Generation 49 | Average Generation Fitness: 0.7525685356595723 | Best Fitness: 0.8318016032404985 | Population Length: 200
Generation 50 | Average Generation Fitness: 0.7561516717216636 | Best Fitness: 0.8318016032404985 | Population Length: 200
Generation 51 | Average Generation Fitness: 0.7579853386587834 | Best Fitness: 0.8318016032404985 | Population Length: 200
------------------------------------------------
Total Generations: 51
Total Population: 200   ---   Mutation Rate: 0.01  ---  Crossover Probability: 0.1
Average Fitness: 0.7579853386587834  ---  Best Overall Fitness: 0.8318016032404985
------------------------------------------------

Execution 8

Generation 1 | Average Generation Fitness: 0.7450366588667808 | Best Fitness: 0.8185713873263304 | Population Length: 200
Generation 2 | Average Generation Fitness: 0.7539567477637356 | Best Fitness: 0.8198347295770704 | Population Length: 200
Generation 3 | Average Generation Fitness: 0.7563832386333069 | Best Fitness: 0.8221998469196231 | Population Length: 200
Generation 4 | Average Generation Fitness: 0.753442453533317 | Best Fitness: 0.829017547262249 | Population Length: 200
Generation 5 | Average Generation Fitness: 0.7547770345252731 | Best Fitness: 0.829017547262249 | Population Length: 200
Generation 6 | Average Generation Fitness: 0.7552786678744752 | Best Fitness: 0.829017547262249 | Population Length: 200
Generation 7 | Average Generation Fitness: 0.757343131500668 | Best Fitness: 0.829017547262249 | Population Length: 200
Generation 8 | Average Generation Fitness: 0.750516702695045 | Best Fitness: 0.829017547262249 | Population Length: 200
Generation 9 | Average Generation Fitness: 0.7542764425188477 | Best Fitness: 0.829017547262249 | Population Length: 200
Generation 10 | Average Generation Fitness: 0.757309630936559 | Best Fitness: 0.829295801794666 | Population Length: 200
Generation 11 | Average Generation Fitness: 0.757386357939314 | Best Fitness: 0.829295801794666 | Population Length: 200
Generation 12 | Average Generation Fitness: 0.7450830074711535 | Best Fitness: 0.830207557330509 | Population Length: 200
Generation 13 | Average Generation Fitness: 0.7559036399499667 | Best Fitness: 0.830207557330509 | Population Length: 200
Generation 14 | Average Generation Fitness: 0.7599302686179956 | Best Fitness: 0.830207557330509 | Population Length: 200
Generation 15 | Average Generation Fitness: 0.756075855045097 | Best Fitness: 0.830207557330509 | Population Length: 200
Generation 16 | Average Generation Fitness: 0.7545819511425885 | Best Fitness: 0.830207557330509 | Population Length: 200
Generation 17 | Average Generation Fitness: 0.7537340924505282 | Best Fitness: 0.830207557330509 | Population Length: 200
Generation 18 | Average Generation Fitness: 0.7574055293264726 | Best Fitness: 0.830207557330509 | Population Length: 200
Generation 19 | Average Generation Fitness: 0.7579402884570751 | Best Fitness: 0.830207557330509 | Population Length: 200
Generation 20 | Average Generation Fitness: 0.7494476540139462 | Best Fitness: 0.830207557330509 | Population Length: 200
Generation 21 | Average Generation Fitness: 0.7579338911451812 | Best Fitness: 0.830207557330509 | Population Length: 200
Generation 22 | Average Generation Fitness: 0.7544713993091813 | Best Fitness: 0.8302574782221877 | Population Length: 200
Generation 23 | Average Generation Fitness: 0.7572350503910584 | Best Fitness: 0.8302574782221877 | Population Length: 200
Generation 24 | Average Generation Fitness: 0.7549776105890359 | Best Fitness: 0.8302872175075513 | Population Length: 200
Generation 25 | Average Generation Fitness: 0.7539964528471909 | Best Fitness: 0.8302872175075513 | Population Length: 200
Generation 26 | Average Generation Fitness: 0.7543781479743356 | Best Fitness: 0.830681549688379 | Population Length: 200
Generation 27 | Average Generation Fitness: 0.7561910246266224 | Best Fitness: 0.830681549688379 | Population Length: 200
Generation 28 | Average Generation Fitness: 0.7592684864229129 | Best Fitness: 0.830681549688379 | Population Length: 200
Generation 29 | Average Generation Fitness: 0.7550132767967884 | Best Fitness: 0.830681549688379 | Population Length: 200
Generation 30 | Average Generation Fitness: 0.7550280178887881 | Best Fitness: 0.830681549688379 | Population Length: 200
Generation 31 | Average Generation Fitness: 0.7592485289097642 | Best Fitness: 0.830681549688379 | Population Length: 200
Generation 32 | Average Generation Fitness: 0.7516103453544968 | Best Fitness: 0.830681549688379 | Population Length: 200
Generation 33 | Average Generation Fitness: 0.753047717230517 | Best Fitness: 0.8307146096069294 | Population Length: 200
Generation 34 | Average Generation Fitness: 0.7540899359938333 | Best Fitness: 0.8307146096069294 | Population Length: 200
Generation 35 | Average Generation Fitness: 0.7513793551111076 | Best Fitness: 0.8307146096069294 | Population Length: 200
Generation 36 | Average Generation Fitness: 0.7554097193518019 | Best Fitness: 0.8307146096069294 | Population Length: 200
Generation 37 | Average Generation Fitness: 0.7581823384318865 | Best Fitness: 0.8307146096069294 | Population Length: 200
Generation 38 | Average Generation Fitness: 0.7580269700745395 | Best Fitness: 0.8307146096069294 | Population Length: 200
Generation 39 | Average Generation Fitness: 0.7552663549978114 | Best Fitness: 0.8307146096069294 | Population Length: 200
Generation 40 | Average Generation Fitness: 0.7579493772851664 | Best Fitness: 0.8307146096069294 | Population Length: 200
Generation 41 | Average Generation Fitness: 0.7590981089988569 | Best Fitness: 0.8307146096069294 | Population Length: 200
Generation 42 | Average Generation Fitness: 0.757070611192974 | Best Fitness: 0.8307146096069294 | Population Length: 200
Generation 43 | Average Generation Fitness: 0.7546042124469614 | Best Fitness: 0.831331409463089 | Population Length: 200
Generation 44 | Average Generation Fitness: 0.7579498067990261 | Best Fitness: 0.831331409463089 | Population Length: 200
Generation 45 | Average Generation Fitness: 0.7551817040488658 | Best Fitness: 0.8313444866593072 | Population Length: 200
Generation 46 | Average Generation Fitness: 0.7568418645013476 | Best Fitness: 0.8313444866593072 | Population Length: 200
Generation 47 | Average Generation Fitness: 0.7603043233328411 | Best Fitness: 0.8313444866593072 | Population Length: 200
Generation 48 | Average Generation Fitness: 0.7550007251541166 | Best Fitness: 0.8313444866593072 | Population Length: 200
Generation 49 | Average Generation Fitness: 0.7537936923626422 | Best Fitness: 0.8313444866593072 | Population Length: 200
Generation 50 | Average Generation Fitness: 0.7525367010012783 | Best Fitness: 0.8313444866593072 | Population Length: 200
Generation 51 | Average Generation Fitness: 0.7597532886878772 | Best Fitness: 0.8313444866593072 | Population Length: 200
------------------------------------------------
Total Generations: 51
Total Population: 200   ---   Mutation Rate: 0.01  ---  Crossover Probability: 0.1
Average Fitness: 0.7597532886878772  ---  Best Overall Fitness: 0.8313444866593072
------------------------------------------------

Execution 9

Generation 1 | Average Generation Fitness: 0.7464525054255639 | Best Fitness: 0.8119197899126318 | Population Length: 200
Generation 2 | Average Generation Fitness: 0.7550561285525716 | Best Fitness: 0.8217823556222609 | Population Length: 200
Generation 3 | Average Generation Fitness: 0.7606853667333502 | Best Fitness: 0.8244658091113006 | Population Length: 200
Generation 4 | Average Generation Fitness: 0.7584518702654068 | Best Fitness: 0.8244658091113006 | Population Length: 200
Generation 5 | Average Generation Fitness: 0.7510793357414987 | Best Fitness: 0.8244658091113006 | Population Length: 200
Generation 6 | Average Generation Fitness: 0.7564446908581896 | Best Fitness: 0.8250676690177339 | Population Length: 200
Generation 7 | Average Generation Fitness: 0.7576656654100021 | Best Fitness: 0.8250676690177339 | Population Length: 200
Generation 8 | Average Generation Fitness: 0.7540280729047626 | Best Fitness: 0.8250676690177339 | Population Length: 200
Generation 9 | Average Generation Fitness: 0.7565686657743936 | Best Fitness: 0.8267036580581648 | Population Length: 200
Generation 10 | Average Generation Fitness: 0.7488641208311521 | Best Fitness: 0.8267036580581648 | Population Length: 200
Generation 11 | Average Generation Fitness: 0.7597390103672716 | Best Fitness: 0.8267278873285172 | Population Length: 200
Generation 12 | Average Generation Fitness: 0.7503709432651697 | Best Fitness: 0.8267278873285172 | Population Length: 200
Generation 13 | Average Generation Fitness: 0.7580409320925076 | Best Fitness: 0.8267278873285172 | Population Length: 200
Generation 14 | Average Generation Fitness: 0.7521160679384298 | Best Fitness: 0.8267278873285172 | Population Length: 200
Generation 15 | Average Generation Fitness: 0.7567196678126635 | Best Fitness: 0.8267278873285172 | Population Length: 200
Generation 16 | Average Generation Fitness: 0.758101911900294 | Best Fitness: 0.8267278873285172 | Population Length: 200
Generation 17 | Average Generation Fitness: 0.7526643300127881 | Best Fitness: 0.8267278873285172 | Population Length: 200
Generation 18 | Average Generation Fitness: 0.7554307963972304 | Best Fitness: 0.8270137560026941 | Population Length: 200
Generation 19 | Average Generation Fitness: 0.7519934049046604 | Best Fitness: 0.8270137560026941 | Population Length: 200
Generation 20 | Average Generation Fitness: 0.7551763335374272 | Best Fitness: 0.8270137560026941 | Population Length: 200
Generation 21 | Average Generation Fitness: 0.751677941978203 | Best Fitness: 0.8272701268302363 | Population Length: 200
Generation 22 | Average Generation Fitness: 0.7543007565810623 | Best Fitness: 0.8272701268302363 | Population Length: 200
Generation 23 | Average Generation Fitness: 0.7559767236373469 | Best Fitness: 0.8279666200309892 | Population Length: 200
Generation 24 | Average Generation Fitness: 0.7528556344269671 | Best Fitness: 0.8295084432647976 | Population Length: 200
Generation 25 | Average Generation Fitness: 0.7587876452203303 | Best Fitness: 0.8304735828603298 | Population Length: 200
Generation 26 | Average Generation Fitness: 0.7547414773067109 | Best Fitness: 0.8304735828603298 | Population Length: 200
Generation 27 | Average Generation Fitness: 0.753880719337267 | Best Fitness: 0.8308887236337116 | Population Length: 200
Generation 28 | Average Generation Fitness: 0.7574696187520997 | Best Fitness: 0.8308899110690027 | Population Length: 200
Generation 29 | Average Generation Fitness: 0.7536837623414805 | Best Fitness: 0.8308899110690027 | Population Length: 200
Generation 30 | Average Generation Fitness: 0.7572446689706129 | Best Fitness: 0.830931163732194 | Population Length: 200
Generation 31 | Average Generation Fitness: 0.7510332881692523 | Best Fitness: 0.830931163732194 | Population Length: 200
Generation 32 | Average Generation Fitness: 0.7527711327901061 | Best Fitness: 0.8309453097669857 | Population Length: 200
Generation 33 | Average Generation Fitness: 0.7572219951673538 | Best Fitness: 0.8310713094843607 | Population Length: 200
Generation 34 | Average Generation Fitness: 0.7528824391026638 | Best Fitness: 0.831087235110114 | Population Length: 200
Generation 35 | Average Generation Fitness: 0.7544051903297554 | Best Fitness: 0.8311796687449717 | Population Length: 200
Generation 36 | Average Generation Fitness: 0.7579723686225224 | Best Fitness: 0.8318267472267026 | Population Length: 200
Generation 37 | Average Generation Fitness: 0.7516667986484488 | Best Fitness: 0.8320622896423572 | Population Length: 200
Generation 38 | Average Generation Fitness: 0.7544210369875544 | Best Fitness: 0.832158577212846 | Population Length: 200
Generation 39 | Average Generation Fitness: 0.7543578323572059 | Best Fitness: 0.832158577212846 | Population Length: 200
Generation 40 | Average Generation Fitness: 0.7541460886342722 | Best Fitness: 0.832158577212846 | Population Length: 200
Generation 41 | Average Generation Fitness: 0.7595259668636041 | Best Fitness: 0.8323838579351828 | Population Length: 200
Generation 42 | Average Generation Fitness: 0.7529296626620838 | Best Fitness: 0.8323838579351828 | Population Length: 200
Generation 43 | Average Generation Fitness: 0.756608539300638 | Best Fitness: 0.8323838579351828 | Population Length: 200
Generation 44 | Average Generation Fitness: 0.7540576316398869 | Best Fitness: 0.8324431711899094 | Population Length: 200
Generation 45 | Average Generation Fitness: 0.759736135647657 | Best Fitness: 0.8324431711899094 | Population Length: 200
Generation 46 | Average Generation Fitness: 0.7509625351538118 | Best Fitness: 0.8324431711899094 | Population Length: 200
Generation 47 | Average Generation Fitness: 0.7531407284391344 | Best Fitness: 0.8325332781226538 | Population Length: 200
Generation 48 | Average Generation Fitness: 0.758034753705955 | Best Fitness: 0.8325332781226538 | Population Length: 200
Generation 49 | Average Generation Fitness: 0.7512518039474287 | Best Fitness: 0.8325332781226538 | Population Length: 200
Generation 50 | Average Generation Fitness: 0.7585170899579119 | Best Fitness: 0.8325332781226538 | Population Length: 200
Generation 51 | Average Generation Fitness: 0.7537656212817361 | Best Fitness: 0.8325332781226538 | Population Length: 200
------------------------------------------------
Total Generations: 51
Total Population: 200   ---   Mutation Rate: 0.01  ---  Crossover Probability: 0.1
Average Fitness: 0.7537656212817361  ---  Best Overall Fitness: 0.8325332781226538
------------------------------------------------

Execution 10

Generation 1 | Average Generation Fitness: 0.7486390551976194 | Best Fitness: 0.8181830784345112 | Population Length: 200
Generation 2 | Average Generation Fitness: 0.7545194395777061 | Best Fitness: 0.8216148230497514 | Population Length: 200
Generation 3 | Average Generation Fitness: 0.7522648439875752 | Best Fitness: 0.8228825730800307 | Population Length: 200
Generation 4 | Average Generation Fitness: 0.7553593803192462 | Best Fitness: 0.8228825730800307 | Population Length: 200
Generation 5 | Average Generation Fitness: 0.755281510094588 | Best Fitness: 0.8228825730800307 | Population Length: 200
Generation 6 | Average Generation Fitness: 0.7540440908128013 | Best Fitness: 0.8249863845701787 | Population Length: 200
Generation 7 | Average Generation Fitness: 0.7495765061419982 | Best Fitness: 0.8249863845701787 | Population Length: 200
Generation 8 | Average Generation Fitness: 0.7538374072142047 | Best Fitness: 0.8270216423278123 | Population Length: 200
Generation 9 | Average Generation Fitness: 0.7533386325568384 | Best Fitness: 0.8270216423278123 | Population Length: 200
Generation 10 | Average Generation Fitness: 0.758386485188932 | Best Fitness: 0.8270216423278123 | Population Length: 200
Generation 11 | Average Generation Fitness: 0.7549948712451904 | Best Fitness: 0.8273284993045303 | Population Length: 200
Generation 12 | Average Generation Fitness: 0.7547736378838984 | Best Fitness: 0.8273284993045303 | Population Length: 200
Generation 13 | Average Generation Fitness: 0.75805235249625 | Best Fitness: 0.8273284993045303 | Population Length: 200
Generation 14 | Average Generation Fitness: 0.7552549388186933 | Best Fitness: 0.8273284993045303 | Population Length: 200
Generation 15 | Average Generation Fitness: 0.7561720359864411 | Best Fitness: 0.8273284993045303 | Population Length: 200
Generation 16 | Average Generation Fitness: 0.7563795408285255 | Best Fitness: 0.8284221810281359 | Population Length: 200
Generation 17 | Average Generation Fitness: 0.7573890377139061 | Best Fitness: 0.8284221810281359 | Population Length: 200
Generation 18 | Average Generation Fitness: 0.7633647458734218 | Best Fitness: 0.8284221810281359 | Population Length: 200
Generation 19 | Average Generation Fitness: 0.7549367557059412 | Best Fitness: 0.8284221810281359 | Population Length: 200
Generation 20 | Average Generation Fitness: 0.7574507276762479 | Best Fitness: 0.8284221810281359 | Population Length: 200
Generation 21 | Average Generation Fitness: 0.7520439442508546 | Best Fitness: 0.8284221810281359 | Population Length: 200
Generation 22 | Average Generation Fitness: 0.751473007335797 | Best Fitness: 0.8284221810281359 | Population Length: 200
Generation 23 | Average Generation Fitness: 0.7554109409015652 | Best Fitness: 0.8284221810281359 | Population Length: 200
Generation 24 | Average Generation Fitness: 0.7514776903502086 | Best Fitness: 0.8284221810281359 | Population Length: 200
Generation 25 | Average Generation Fitness: 0.7536604683742268 | Best Fitness: 0.8284221810281359 | Population Length: 200
Generation 26 | Average Generation Fitness: 0.7563388407141367 | Best Fitness: 0.8284221810281359 | Population Length: 200
Generation 27 | Average Generation Fitness: 0.7531862221296985 | Best Fitness: 0.8284221810281359 | Population Length: 200
Generation 28 | Average Generation Fitness: 0.7526435920005785 | Best Fitness: 0.8284221810281359 | Population Length: 200
