Target: 
Point: (0.5027738810697134, 0.49801825794281307, 0.5000627028567192)
Point: (0.5060050333689772, 0.5022348072132192, 0.5007185760098345)
Point: (0.49983577901751347, 0.49853064905668815, 0.49762718829323127)
Point: (0.49994017534200763, 0.5026266783731872, 0.5042435406428502)

Execution 1
Generation 1 | Average Generation Fitness: 0.7435246370477427 | Best Fitness: 0.7979075455461467 | Population Length: 20
Generation 500 | Average Generation Fitness: 0.7528564418545558 | Best Fitness: 0.8115074328794234 | Population Length: 20
Generation 501 | Average Generation Fitness: 0.7565288916371304 | Best Fitness: 0.8149912624044565 | Population Length: 20
Generation 502 | Average Generation Fitness: 0.7540175305634436 | Best Fitness: 0.816835120548464 | Population Length: 20
Generation 503 | Average Generation Fitness: 0.7432560588668372 | Best Fitness: 0.816835120548464 | Population Length: 20
Generation 504 | Average Generation Fitness: 0.7536885192362717 | Best Fitness: 0.7946701060472598 | Population Length: 20
Generation 505 | Average Generation Fitness: 0.7525830277452156 | Best Fitness: 0.7927144885902686 | Population Length: 20
Generation 506 | Average Generation Fitness: 0.7613017465498376 | Best Fitness: 0.8040753560530323 | Population Length: 20
Generation 507 | Average Generation Fitness: 0.7470343332237431 | Best Fitness: 0.798473272061441 | Population Length: 20
Generation 508 | Average Generation Fitness: 0.7552805280298135 | Best Fitness: 0.797893777786569 | Population Length: 20
Generation 509 | Average Generation Fitness: 0.7427968370922635 | Best Fitness: 0.797893777786569 | Population Length: 20
Generation 510 | Average Generation Fitness: 0.7504889941459478 | Best Fitness: 0.797893777786569 | Population Length: 20
Generation 511 | Average Generation Fitness: 0.7542889185997931 | Best Fitness: 0.797893777786569 | Population Length: 20
Generation 512 | Average Generation Fitness: 0.751270157728142 | Best Fitness: 0.8003934040624465 | Population Length: 20
Generation 513 | Average Generation Fitness: 0.7419122972441078 | Best Fitness: 0.7891724198040588 | Population Length: 20
Generation 514 | Average Generation Fitness: 0.7435692589440825 | Best Fitness: 0.8026516180450146 | Population Length: 20
Generation 515 | Average Generation Fitness: 0.7531202835966118 | Best Fitness: 0.7926822875226482 | Population Length: 20
Generation 516 | Average Generation Fitness: 0.7447399143859823 | Best Fitness: 0.796930167227207 | Population Length: 20
Generation 517 | Average Generation Fitness: 0.750436533819607 | Best Fitness: 0.8010457694659397 | Population Length: 20
Generation 518 | Average Generation Fitness: 0.7511568163294946 | Best Fitness: 0.8013116575652203 | Population Length: 20
Generation 519 | Average Generation Fitness: 0.7614516323916147 | Best Fitness: 0.7961404146048361 | Population Length: 20
Generation 520 | Average Generation Fitness: 0.7668360400343678 | Best Fitness: 0.8068268267478079 | Population Length: 20
Generation 521 | Average Generation Fitness: 0.7590595312838833 | Best Fitness: 0.794562763252514 | Population Length: 20
Generation 522 | Average Generation Fitness: 0.7459578318513593 | Best Fitness: 0.7931028126838701 | Population Length: 20
Generation 523 | Average Generation Fitness: 0.746386176844663 | Best Fitness: 0.7838371295298606 | Population Length: 20
Generation 524 | Average Generation Fitness: 0.754834643322835 | Best Fitness: 0.7858829746262878 | Population Length: 20
Generation 525 | Average Generation Fitness: 0.7580681215972109 | Best Fitness: 0.804841613161406 | Population Length: 20
Generation 526 | Average Generation Fitness: 0.7434312459230206 | Best Fitness: 0.804841613161406 | Population Length: 20
Generation 527 | Average Generation Fitness: 0.7519254519604444 | Best Fitness: 0.8095364789416495 | Population Length: 20
Generation 528 | Average Generation Fitness: 0.7546429450322554 | Best Fitness: 0.8146616783875201 | Population Length: 20
Generation 529 | Average Generation Fitness: 0.7525782544285562 | Best Fitness: 0.8146616783875201 | Population Length: 20
Generation 530 | Average Generation Fitness: 0.7472093777185558 | Best Fitness: 0.8059383233783289 | Population Length: 20
Generation 531 | Average Generation Fitness: 0.7604464983221578 | Best Fitness: 0.8059383233783289 | Population Length: 20
Generation 532 | Average Generation Fitness: 0.7449563345194333 | Best Fitness: 0.8059383233783289 | Population Length: 20
Generation 533 | Average Generation Fitness: 0.7501891421572559 | Best Fitness: 0.7942960370197953 | Population Length: 20
Generation 534 | Average Generation Fitness: 0.7519065205414446 | Best Fitness: 0.7942960370197953 | Population Length: 20
Generation 535 | Average Generation Fitness: 0.7522846252789567 | Best Fitness: 0.7942960370197953 | Population Length: 20
Generation 536 | Average Generation Fitness: 0.7532531582149375 | Best Fitness: 0.7996003776673009 | Population Length: 20
Generation 537 | Average Generation Fitness: 0.7627105490514289 | Best Fitness: 0.801020149922278 | Population Length: 20
Generation 538 | Average Generation Fitness: 0.7408145906760053 | Best Fitness: 0.797362419511536 | Population Length: 20
Generation 539 | Average Generation Fitness: 0.7557538426122182 | Best Fitness: 0.8123707316597133 | Population Length: 20
Generation 540 | Average Generation Fitness: 0.7575306531237181 | Best Fitness: 0.8122903597446038 | Population Length: 20
Generation 541 | Average Generation Fitness: 0.7491464814772398 | Best Fitness: 0.8122903597446038 | Population Length: 20
Generation 542 | Average Generation Fitness: 0.7516221196247155 | Best Fitness: 0.8111240150479214 | Population Length: 20
Generation 543 | Average Generation Fitness: 0.7480252083932173 | Best Fitness: 0.8008393666324151 | Population Length: 20
Generation 544 | Average Generation Fitness: 0.7479160170678834 | Best Fitness: 0.8166181452778324 | Population Length: 20
Generation 545 | Average Generation Fitness: 0.7511823885583931 | Best Fitness: 0.7944960814803724 | Population Length: 20
Generation 546 | Average Generation Fitness: 0.7444544954692317 | Best Fitness: 0.8007102799793613 | Population Length: 20
Generation 547 | Average Generation Fitness: 0.7518337457263462 | Best Fitness: 0.8125417004926981 | Population Length: 20
Generation 548 | Average Generation Fitness: 0.7687815074743024 | Best Fitness: 0.8125417004926981 | Population Length: 20
Generation 549 | Average Generation Fitness: 0.7479723315733176 | Best Fitness: 0.811690043941026 | Population Length: 20
Generation 550 | Average Generation Fitness: 0.7477215594015999 | Best Fitness: 0.7946171024163786 | Population Length: 20
Generation 551 | Average Generation Fitness: 0.7479524452946843 | Best Fitness: 0.8015420996647508 | Population Length: 20
Generation 552 | Average Generation Fitness: 0.7579103484256924 | Best Fitness: 0.8074921182839336 | Population Length: 20
Generation 553 | Average Generation Fitness: 0.7504141833349028 | Best Fitness: 0.7909811283115539 | Population Length: 20
Generation 554 | Average Generation Fitness: 0.7550037871311093 | Best Fitness: 0.8023540397379146 | Population Length: 20
Generation 555 | Average Generation Fitness: 0.7505914353421211 | Best Fitness: 0.8018352865050884 | Population Length: 20
Generation 556 | Average Generation Fitness: 0.7513322341932871 | Best Fitness: 0.8071351123232482 | Population Length: 20
Generation 557 | Average Generation Fitness: 0.7580521416763942 | Best Fitness: 0.8063800992481224 | Population Length: 20
Generation 558 | Average Generation Fitness: 0.7548817222136148 | Best Fitness: 0.8064473586455616 | Population Length: 20
Generation 559 | Average Generation Fitness: 0.7532273913124896 | Best Fitness: 0.7934154832078907 | Population Length: 20
Generation 560 | Average Generation Fitness: 0.7541019074091263 | Best Fitness: 0.7971310034093662 | Population Length: 20
Generation 561 | Average Generation Fitness: 0.7554537727291546 | Best Fitness: 0.8213004901304061 | Population Length: 20
Generation 562 | Average Generation Fitness: 0.7534457615697872 | Best Fitness: 0.8246500761692954 | Population Length: 20
Generation 563 | Average Generation Fitness: 0.752051501551992 | Best Fitness: 0.8213004901304061 | Population Length: 20
Generation 564 | Average Generation Fitness: 0.749214555933028 | Best Fitness: 0.8100196562116116 | Population Length: 20
Generation 565 | Average Generation Fitness: 0.7433544649984414 | Best Fitness: 0.7995472107127425 | Population Length: 20
Generation 566 | Average Generation Fitness: 0.745671532484909 | Best Fitness: 0.790137103697939 | Population Length: 20
Generation 567 | Average Generation Fitness: 0.7429140515200113 | Best Fitness: 0.7943503834170774 | Population Length: 20
Generation 568 | Average Generation Fitness: 0.7450329020135817 | Best Fitness: 0.7943503834170774 | Population Length: 20
Generation 569 | Average Generation Fitness: 0.7492100251644007 | Best Fitness: 0.8011470434397149 | Population Length: 20
Generation 570 | Average Generation Fitness: 0.7462146899243811 | Best Fitness: 0.8011470434397149 | Population Length: 20
Generation 571 | Average Generation Fitness: 0.7699767450916117 | Best Fitness: 0.8011470434397149 | Population Length: 20
Generation 572 | Average Generation Fitness: 0.744259272204651 | Best Fitness: 0.8011470434397149 | Population Length: 20
Generation 573 | Average Generation Fitness: 0.7471157961761936 | Best Fitness: 0.8011470434397149 | Population Length: 20
Generation 574 | Average Generation Fitness: 0.7501890151868805 | Best Fitness: 0.8011470434397149 | Population Length: 20
Generation 575 | Average Generation Fitness: 0.7568541339301621 | Best Fitness: 0.7961579316262108 | Population Length: 20
Generation 576 | Average Generation Fitness: 0.7533882649640085 | Best Fitness: 0.7945770765717449 | Population Length: 20
Generation 577 | Average Generation Fitness: 0.7470431541508393 | Best Fitness: 0.7961330415222162 | Population Length: 20
Generation 578 | Average Generation Fitness: 0.7523217565152985 | Best Fitness: 0.7997360109184085 | Population Length: 20
Generation 579 | Average Generation Fitness: 0.7426558765988328 | Best Fitness: 0.799989978456898 | Population Length: 20
Generation 580 | Average Generation Fitness: 0.7516615868670535 | Best Fitness: 0.7824915722235928 | Population Length: 20
Generation 581 | Average Generation Fitness: 0.758348047623947 | Best Fitness: 0.7964959078482541 | Population Length: 20
Generation 582 | Average Generation Fitness: 0.7498468614275142 | Best Fitness: 0.8119000252361294 | Population Length: 20
Generation 583 | Average Generation Fitness: 0.7566661206415148 | Best Fitness: 0.8163135959829001 | Population Length: 20
Generation 584 | Average Generation Fitness: 0.7447973181935836 | Best Fitness: 0.8075641837569263 | Population Length: 20
Generation 585 | Average Generation Fitness: 0.7553027997912574 | Best Fitness: 0.8016033153867531 | Population Length: 20
Generation 586 | Average Generation Fitness: 0.7404706738419077 | Best Fitness: 0.8001729446623674 | Population Length: 20
Generation 587 | Average Generation Fitness: 0.7541176847931302 | Best Fitness: 0.7982610754531115 | Population Length: 20
Generation 588 | Average Generation Fitness: 0.7517563885948587 | Best Fitness: 0.7982610754531115 | Population Length: 20
Generation 589 | Average Generation Fitness: 0.7518966051430311 | Best Fitness: 0.7982610754531115 | Population Length: 20
Generation 590 | Average Generation Fitness: 0.7633751221309055 | Best Fitness: 0.806629906531556 | Population Length: 20
Generation 591 | Average Generation Fitness: 0.7677675322706122 | Best Fitness: 0.8060105796977204 | Population Length: 20
Generation 592 | Average Generation Fitness: 0.7541359312899428 | Best Fitness: 0.8035401077961398 | Population Length: 20
Generation 593 | Average Generation Fitness: 0.7587600764757633 | Best Fitness: 0.8035401077961398 | Population Length: 20
Generation 594 | Average Generation Fitness: 0.7532821352215882 | Best Fitness: 0.8044570713215092 | Population Length: 20
Generation 595 | Average Generation Fitness: 0.7386371908507866 | Best Fitness: 0.788331564946548 | Population Length: 20
Generation 596 | Average Generation Fitness: 0.7536901162965652 | Best Fitness: 0.8069678547535767 | Population Length: 20
Generation 597 | Average Generation Fitness: 0.7330002033155907 | Best Fitness: 0.7943210973453708 | Population Length: 20
Generation 598 | Average Generation Fitness: 0.7607161001914169 | Best Fitness: 0.8168151704043438 | Population Length: 20
Generation 599 | Average Generation Fitness: 0.7537175708067834 | Best Fitness: 0.8218806998991872 | Population Length: 20
Generation 600 | Average Generation Fitness: 0.7607620841034853 | Best Fitness: 0.824869265886604 | Population Length: 20
Generation 601 | Average Generation Fitness: 0.7561048654644028 | Best Fitness: 0.814572156867571 | Population Length: 20
Generation 602 | Average Generation Fitness: 0.751864610298732 | Best Fitness: 0.814572156867571 | Population Length: 20
Generation 603 | Average Generation Fitness: 0.7620891735281631 | Best Fitness: 0.8229274088941225 | Population Length: 20
Generation 604 | Average Generation Fitness: 0.748569257430734 | Best Fitness: 0.8145872258196922 | Population Length: 20
Generation 605 | Average Generation Fitness: 0.757125484524664 | Best Fitness: 0.7879936849936097 | Population Length: 20
Generation 606 | Average Generation Fitness: 0.7510185072704605 | Best Fitness: 0.7853797782321109 | Population Length: 20
Generation 607 | Average Generation Fitness: 0.7462806062880245 | Best Fitness: 0.7945308049570069 | Population Length: 20
Generation 608 | Average Generation Fitness: 0.753496456551601 | Best Fitness: 0.7945308049570069 | Population Length: 20
Generation 609 | Average Generation Fitness: 0.7650742570061742 | Best Fitness: 0.805355233470529 | Population Length: 20
Generation 610 | Average Generation Fitness: 0.7527999932213992 | Best Fitness: 0.8065860720400059 | Population Length: 20
Generation 611 | Average Generation Fitness: 0.7654567149038416 | Best Fitness: 0.8148887541364879 | Population Length: 20
Generation 612 | Average Generation Fitness: 0.7571784019099466 | Best Fitness: 0.8148887541364879 | Population Length: 20
Generation 613 | Average Generation Fitness: 0.7549408316601687 | Best Fitness: 0.810843902698876 | Population Length: 20
Generation 614 | Average Generation Fitness: 0.7618219872680626 | Best Fitness: 0.810843902698876 | Population Length: 20
Generation 615 | Average Generation Fitness: 0.7547770393282853 | Best Fitness: 0.810843902698876 | Population Length: 20
Generation 616 | Average Generation Fitness: 0.7451249790932142 | Best Fitness: 0.7876888541447967 | Population Length: 20
Generation 617 | Average Generation Fitness: 0.7530238805597197 | Best Fitness: 0.7954881772110588 | Population Length: 20
Generation 618 | Average Generation Fitness: 0.7587698448862468 | Best Fitness: 0.7992981993704364 | Population Length: 20
Generation 619 | Average Generation Fitness: 0.752097129143943 | Best Fitness: 0.8146738180035683 | Population Length: 20
Generation 620 | Average Generation Fitness: 0.7595174315268055 | Best Fitness: 0.8146738180035683 | Population Length: 20
Generation 621 | Average Generation Fitness: 0.7636679204349929 | Best Fitness: 0.8146738180035683 | Population Length: 20
Generation 622 | Average Generation Fitness: 0.7461851291311344 | Best Fitness: 0.8107601059881787 | Population Length: 20
Generation 623 | Average Generation Fitness: 0.7435989367622404 | Best Fitness: 0.8107601059881787 | Population Length: 20
Generation 624 | Average Generation Fitness: 0.7472921809483991 | Best Fitness: 0.7919242354643368 | Population Length: 20
Generation 625 | Average Generation Fitness: 0.7468728179682771 | Best Fitness: 0.8064798225694254 | Population Length: 20
Generation 626 | Average Generation Fitness: 0.7491021805118632 | Best Fitness: 0.7873174355447139 | Population Length: 20
Generation 627 | Average Generation Fitness: 0.7463618099249271 | Best Fitness: 0.8010860723309491 | Population Length: 20
Generation 628 | Average Generation Fitness: 0.7443991814936638 | Best Fitness: 0.7966601425387366 | Population Length: 20
Generation 629 | Average Generation Fitness: 0.747058924337378 | Best Fitness: 0.7966601425387366 | Population Length: 20
Generation 630 | Average Generation Fitness: 0.7434328631490777 | Best Fitness: 0.8057152770778239 | Population Length: 20
Generation 631 | Average Generation Fitness: 0.756134828732393 | Best Fitness: 0.8113533287585286 | Population Length: 20
Generation 632 | Average Generation Fitness: 0.764760297727942 | Best Fitness: 0.811924235202474 | Population Length: 20
Generation 633 | Average Generation Fitness: 0.7352703736640646 | Best Fitness: 0.7835842988302026 | Population Length: 20
Generation 634 | Average Generation Fitness: 0.746281118527909 | Best Fitness: 0.794681917621774 | Population Length: 20
Generation 635 | Average Generation Fitness: 0.7553684018091695 | Best Fitness: 0.7946970116895637 | Population Length: 20
Generation 636 | Average Generation Fitness: 0.7476490483729992 | Best Fitness: 0.7946970116895637 | Population Length: 20
Generation 637 | Average Generation Fitness: 0.7671733354060619 | Best Fitness: 0.8145595455423841 | Population Length: 20
Generation 638 | Average Generation Fitness: 0.7495338428074786 | Best Fitness: 0.8038508018311429 | Population Length: 20
Generation 639 | Average Generation Fitness: 0.7584640837988486 | Best Fitness: 0.8038085011198912 | Population Length: 20
Generation 640 | Average Generation Fitness: 0.7514330301692256 | Best Fitness: 0.8072805328223319 | Population Length: 20
Generation 641 | Average Generation Fitness: 0.7284600822124713 | Best Fitness: 0.8140738309901304 | Population Length: 20
Generation 642 | Average Generation Fitness: 0.7339751322074954 | Best Fitness: 0.8140738309901304 | Population Length: 20
Generation 643 | Average Generation Fitness: 0.7490762895287564 | Best Fitness: 0.7926973118381655 | Population Length: 20
Generation 644 | Average Generation Fitness: 0.7552929990428491 | Best Fitness: 0.8039538464009208 | Population Length: 20
Generation 645 | Average Generation Fitness: 0.7496834574814362 | Best Fitness: 0.8091229180323947 | Population Length: 20
Generation 646 | Average Generation Fitness: 0.7528953836062332 | Best Fitness: 0.8031106427570044 | Population Length: 20
Generation 647 | Average Generation Fitness: 0.7459424860883515 | Best Fitness: 0.7869572540681834 | Population Length: 20
Generation 648 | Average Generation Fitness: 0.7538382008783182 | Best Fitness: 0.8041843514789941 | Population Length: 20
Generation 649 | Average Generation Fitness: 0.7478495450178853 | Best Fitness: 0.7980450740850247 | Population Length: 20
Generation 650 | Average Generation Fitness: 0.7477252661755174 | Best Fitness: 0.8214416957920984 | Population Length: 20
Generation 651 | Average Generation Fitness: 0.7542972642033815 | Best Fitness: 0.8209302293185978 | Population Length: 20
Generation 652 | Average Generation Fitness: 0.7527540464981041 | Best Fitness: 0.8147118410556898 | Population Length: 20
Generation 653 | Average Generation Fitness: 0.7548482691735721 | Best Fitness: 0.8166596586360415 | Population Length: 20
Generation 654 | Average Generation Fitness: 0.7601900989537191 | Best Fitness: 0.8166596586360415 | Population Length: 20
Generation 655 | Average Generation Fitness: 0.7504506617924761 | Best Fitness: 0.8166596586360415 | Population Length: 20
Generation 656 | Average Generation Fitness: 0.7553786528708325 | Best Fitness: 0.8166596586360415 | Population Length: 20
Generation 657 | Average Generation Fitness: 0.7621600305008995 | Best Fitness: 0.8062055136820624 | Population Length: 20
Generation 658 | Average Generation Fitness: 0.7434310699770715 | Best Fitness: 0.7780491813953128 | Population Length: 20
Generation 659 | Average Generation Fitness: 0.7435678888366597 | Best Fitness: 0.7897151628123541 | Population Length: 20
Generation 660 | Average Generation Fitness: 0.7438925845959872 | Best Fitness: 0.7851878935686517 | Population Length: 20
Generation 661 | Average Generation Fitness: 0.741380319946633 | Best Fitness: 0.794895390753055 | Population Length: 20
Generation 662 | Average Generation Fitness: 0.757044030271899 | Best Fitness: 0.8076040473269963 | Population Length: 20
Generation 663 | Average Generation Fitness: 0.7490558192024264 | Best Fitness: 0.8076040473269963 | Population Length: 20
Generation 664 | Average Generation Fitness: 0.7337012108639873 | Best Fitness: 0.7841397682306749 | Population Length: 20
Generation 665 | Average Generation Fitness: 0.7417333976044278 | Best Fitness: 0.8121493382135063 | Population Length: 20
Generation 666 | Average Generation Fitness: 0.7416424300044822 | Best Fitness: 0.7817232412394064 | Population Length: 20
Generation 667 | Average Generation Fitness: 0.747864034919868 | Best Fitness: 0.8020589435823157 | Population Length: 20
Generation 668 | Average Generation Fitness: 0.7600639441862393 | Best Fitness: 0.8036138690995529 | Population Length: 20
Generation 669 | Average Generation Fitness: 0.7475258444254095 | Best Fitness: 0.8027533251343815 | Population Length: 20
Generation 670 | Average Generation Fitness: 0.7567912759333204 | Best Fitness: 0.8076849460212542 | Population Length: 20
Generation 671 | Average Generation Fitness: 0.7493412894596112 | Best Fitness: 0.8027533251343815 | Population Length: 20
Generation 672 | Average Generation Fitness: 0.7494831941980783 | Best Fitness: 0.8151552456841725 | Population Length: 20
Generation 673 | Average Generation Fitness: 0.7493095119131264 | Best Fitness: 0.8012634031397399 | Population Length: 20
Generation 674 | Average Generation Fitness: 0.752456802372743 | Best Fitness: 0.8012634031397399 | Population Length: 20
Generation 675 | Average Generation Fitness: 0.7433647530822594 | Best Fitness: 0.8012634031397399 | Population Length: 20
Generation 676 | Average Generation Fitness: 0.7428220696739565 | Best Fitness: 0.7991681045785134 | Population Length: 20
Generation 677 | Average Generation Fitness: 0.7507941050261644 | Best Fitness: 0.7991681045785134 | Population Length: 20
Generation 678 | Average Generation Fitness: 0.7563484527410843 | Best Fitness: 0.7928812097727962 | Population Length: 20
Generation 679 | Average Generation Fitness: 0.7564246066901242 | Best Fitness: 0.7998666869100826 | Population Length: 20
Generation 680 | Average Generation Fitness: 0.7488877408404416 | Best Fitness: 0.801996960376639 | Population Length: 20
Generation 681 | Average Generation Fitness: 0.7586558236941345 | Best Fitness: 0.8046466943692696 | Population Length: 20
Generation 682 | Average Generation Fitness: 0.7646472038945593 | Best Fitness: 0.8117734958827659 | Population Length: 20
Generation 683 | Average Generation Fitness: 0.7577348723301094 | Best Fitness: 0.8157149562424484 | Population Length: 20
Generation 684 | Average Generation Fitness: 0.7562664421121931 | Best Fitness: 0.8157149562424484 | Population Length: 20
Generation 685 | Average Generation Fitness: 0.7637631507216454 | Best Fitness: 0.8157149562424484 | Population Length: 20
Generation 686 | Average Generation Fitness: 0.7365024298632337 | Best Fitness: 0.7900937112715092 | Population Length: 20
Generation 687 | Average Generation Fitness: 0.7505032397409671 | Best Fitness: 0.7982648245334713 | Population Length: 20
Generation 688 | Average Generation Fitness: 0.7533371710988634 | Best Fitness: 0.8043686138750314 | Population Length: 20
Generation 689 | Average Generation Fitness: 0.7538836391638246 | Best Fitness: 0.8043686138750314 | Population Length: 20
Generation 690 | Average Generation Fitness: 0.7457082439048837 | Best Fitness: 0.7888253193053018 | Population Length: 20
Generation 691 | Average Generation Fitness: 0.7516921141507399 | Best Fitness: 0.8123760985727817 | Population Length: 20
Generation 692 | Average Generation Fitness: 0.7565892181529866 | Best Fitness: 0.8074023853352582 | Population Length: 20
Generation 693 | Average Generation Fitness: 0.7516903322021304 | Best Fitness: 0.8191021481104814 | Population Length: 20
Generation 694 | Average Generation Fitness: 0.7443532038638552 | Best Fitness: 0.815524170721763 | Population Length: 20
Generation 695 | Average Generation Fitness: 0.7478514876826773 | Best Fitness: 0.815524170721763 | Population Length: 20
Generation 696 | Average Generation Fitness: 0.7453407586114433 | Best Fitness: 0.815524170721763 | Population Length: 20
Generation 697 | Average Generation Fitness: 0.7458530520176897 | Best Fitness: 0.815524170721763 | Population Length: 20
Generation 698 | Average Generation Fitness: 0.7540794021249436 | Best Fitness: 0.8011181179249943 | Population Length: 20
Generation 699 | Average Generation Fitness: 0.7510806285331431 | Best Fitness: 0.7948791073368221 | Population Length: 20
Generation 700 | Average Generation Fitness: 0.756983929131979 | Best Fitness: 0.7996404360091132 | Population Length: 20
Generation 701 | Average Generation Fitness: 0.7440826566056706 | Best Fitness: 0.7844144015705786 | Population Length: 20
Generation 702 | Average Generation Fitness: 0.7505051022524787 | Best Fitness: 0.8006615000292315 | Population Length: 20
Generation 703 | Average Generation Fitness: 0.7613208263063912 | Best Fitness: 0.8090273704038696 | Population Length: 20
Generation 704 | Average Generation Fitness: 0.7478401278018639 | Best Fitness: 0.8056451956222336 | Population Length: 20
Generation 705 | Average Generation Fitness: 0.7549330287058973 | Best Fitness: 0.798928905008541 | Population Length: 20
Generation 706 | Average Generation Fitness: 0.7654814842141283 | Best Fitness: 0.800757062175939 | Population Length: 20
Generation 707 | Average Generation Fitness: 0.7639225859033285 | Best Fitness: 0.8134394858479924 | Population Length: 20
Generation 708 | Average Generation Fitness: 0.7531010668658159 | Best Fitness: 0.8106851869938834 | Population Length: 20
Generation 709 | Average Generation Fitness: 0.7484820486415906 | Best Fitness: 0.8113076647191657 | Population Length: 20
Generation 710 | Average Generation Fitness: 0.7547171091686901 | Best Fitness: 0.8143481219929063 | Population Length: 20
Generation 711 | Average Generation Fitness: 0.7389218049458774 | Best Fitness: 0.8106851869938834 | Population Length: 20
Generation 712 | Average Generation Fitness: 0.7586737490138383 | Best Fitness: 0.791658981560856 | Population Length: 20
Generation 713 | Average Generation Fitness: 0.7418214407569712 | Best Fitness: 0.7881877417287664 | Population Length: 20
Generation 714 | Average Generation Fitness: 0.7568735652800475 | Best Fitness: 0.7942460024628876 | Population Length: 20
Generation 715 | Average Generation Fitness: 0.7464919712126677 | Best Fitness: 0.8065001609637455 | Population Length: 20
Generation 716 | Average Generation Fitness: 0.7467957488177775 | Best Fitness: 0.8065001609637455 | Population Length: 20
Generation 717 | Average Generation Fitness: 0.7547299380862442 | Best Fitness: 0.8065001609637455 | Population Length: 20
Generation 718 | Average Generation Fitness: 0.7713287278780213 | Best Fitness: 0.8133096429157332 | Population Length: 20
Generation 719 | Average Generation Fitness: 0.755461866800589 | Best Fitness: 0.8168197923031041 | Population Length: 20
Generation 720 | Average Generation Fitness: 0.7506512034272783 | Best Fitness: 0.8168197923031041 | Population Length: 20
Generation 721 | Average Generation Fitness: 0.7557480509141096 | Best Fitness: 0.8168197923031041 | Population Length: 20
Generation 722 | Average Generation Fitness: 0.7569393372797038 | Best Fitness: 0.8168335461736046 | Population Length: 20
Generation 723 | Average Generation Fitness: 0.7438212029187421 | Best Fitness: 0.8165336577336789 | Population Length: 20
Generation 724 | Average Generation Fitness: 0.758796637050843 | Best Fitness: 0.8165336577336789 | Population Length: 20
Generation 725 | Average Generation Fitness: 0.7542398456704752 | Best Fitness: 0.8158472474504687 | Population Length: 20
Generation 726 | Average Generation Fitness: 0.7491098177139646 | Best Fitness: 0.8174622128211166 | Population Length: 20
Generation 727 | Average Generation Fitness: 0.7527680144352707 | Best Fitness: 0.812324716181871 | Population Length: 20
Generation 728 | Average Generation Fitness: 0.7381973693072965 | Best Fitness: 0.7990819760521796 | Population Length: 20
Generation 729 | Average Generation Fitness: 0.758176709086707 | Best Fitness: 0.7990819760521796 | Population Length: 20
Generation 730 | Average Generation Fitness: 0.7527440739418851 | Best Fitness: 0.8114513703907672 | Population Length: 20
Generation 731 | Average Generation Fitness: 0.7409380132345774 | Best Fitness: 0.8020680824266659 | Population Length: 20
Generation 732 | Average Generation Fitness: 0.7515513916845803 | Best Fitness: 0.8144795340870535 | Population Length: 20
Generation 733 | Average Generation Fitness: 0.7498865586045205 | Best Fitness: 0.7839446084718656 | Population Length: 20
Generation 734 | Average Generation Fitness: 0.7539863884395646 | Best Fitness: 0.800786322637818 | Population Length: 20
Generation 735 | Average Generation Fitness: 0.7499594495652461 | Best Fitness: 0.8030332150423197 | Population Length: 20
Generation 736 | Average Generation Fitness: 0.7497047055624274 | Best Fitness: 0.8030332150423197 | Population Length: 20
Generation 737 | Average Generation Fitness: 0.7455850074779018 | Best Fitness: 0.8030332150423197 | Population Length: 20
Generation 738 | Average Generation Fitness: 0.7526955471444594 | Best Fitness: 0.8067177376749245 | Population Length: 20
Generation 739 | Average Generation Fitness: 0.7445751725485323 | Best Fitness: 0.7855280244880962 | Population Length: 20
Generation 740 | Average Generation Fitness: 0.7469211976174287 | Best Fitness: 0.8090525933582025 | Population Length: 20
Generation 741 | Average Generation Fitness: 0.7446772685005315 | Best Fitness: 0.7997984317859695 | Population Length: 20
Generation 742 | Average Generation Fitness: 0.7434507274166072 | Best Fitness: 0.8018448220862194 | Population Length: 20
Generation 743 | Average Generation Fitness: 0.7411421063074014 | Best Fitness: 0.7849325567589494 | Population Length: 20
Generation 744 | Average Generation Fitness: 0.7590267985594357 | Best Fitness: 0.7974139450143438 | Population Length: 20
Generation 745 | Average Generation Fitness: 0.7446009950647897 | Best Fitness: 0.8088183405228075 | Population Length: 20
Generation 746 | Average Generation Fitness: 0.7553272725039513 | Best Fitness: 0.81084218262193 | Population Length: 20
Generation 747 | Average Generation Fitness: 0.7514153891464868 | Best Fitness: 0.8025143396617195 | Population Length: 20
Generation 748 | Average Generation Fitness: 0.7509216228737879 | Best Fitness: 0.7880204779411594 | Population Length: 20
Generation 749 | Average Generation Fitness: 0.7594457869605665 | Best Fitness: 0.8030782768671201 | Population Length: 20
Generation 750 | Average Generation Fitness: 0.7568090764682404 | Best Fitness: 0.8076008070517614 | Population Length: 20
Generation 751 | Average Generation Fitness: 0.7510510645446372 | Best Fitness: 0.8101291543600724 | Population Length: 20
Generation 752 | Average Generation Fitness: 0.7536429040232252 | Best Fitness: 0.8061218919572004 | Population Length: 20
Generation 753 | Average Generation Fitness: 0.7605577384270108 | Best Fitness: 0.8227053305293611 | Population Length: 20
Generation 754 | Average Generation Fitness: 0.7514656005916155 | Best Fitness: 0.8061218919572004 | Population Length: 20
Generation 755 | Average Generation Fitness: 0.7602218907947367 | Best Fitness: 0.8206748677932165 | Population Length: 20
